"TOA5","Carmel Valley","CR800","39464","CR800.Std.29","CPU:ManualSample.CR8","14224","Sampler"
"TIMESTAMP","RECORD","SampleCounter","Successful_Smpl_Tot"
"TS","RN","",""
"","","Smp","Tot"
"2016-10-14 14:28:20",14458,4,0
"2016-10-14 14:28:25",14459,4,0
"2016-10-14 14:28:30",14460,4,0
"2016-10-14 14:28:35",14461,4,0
"2016-10-14 14:28:40",14462,4,0
"2016-10-14 14:28:45",14463,4,0
"2016-10-14 14:28:50",14464,4,0
"2016-10-14 14:28:55",14465,4,0
"2016-10-14 14:29:00",14466,4,0
"2016-10-14 14:29:05",14467,4,0
"2016-10-14 14:29:10",14468,4,0
"2016-10-14 14:29:15",14469,4,0
"2016-10-14 14:29:20",14470,4,0
"2016-10-14 14:29:25",14471,4,0
"2016-10-14 14:29:30",14472,4,0
"2016-10-14 14:29:35",14473,4,0
"2016-10-14 14:29:40",14474,4,0
"2016-10-14 14:29:45",14475,4,0
"2016-10-14 14:29:50",14476,4,0
"2016-10-14 14:29:55",14477,4,0
"2016-10-14 14:30:00",14478,4,0
"2016-10-14 14:30:05",14479,4,0
"2016-10-14 14:30:10",14480,4,0
"2016-10-14 14:30:15",14481,4,0
"2016-10-14 14:30:20",14482,4,0
"2016-10-14 14:30:25",14483,4,0
"2016-10-14 14:30:30",14484,4,0
"2016-10-14 14:30:35",14485,4,0
"2016-10-14 14:30:40",14486,4,0
"2016-10-14 14:30:45",14487,4,0
"2016-10-14 14:30:50",14488,4,0
"2016-10-14 14:30:55",14489,4,0
"2016-10-14 14:31:00",14490,4,0
"2016-10-14 14:31:05",14491,4,0
"2016-10-14 14:31:10",14492,4,0
"2016-10-14 14:31:15",14493,4,0
"2016-10-14 14:31:20",14494,4,0
"2016-10-14 14:31:25",14495,4,0
"2016-10-14 14:31:30",14496,4,0
"2016-10-14 14:31:35",14497,4,0
"2016-10-14 14:31:40",14498,4,0
"2016-10-14 14:31:45",14499,4,0
"2016-10-14 14:31:50",14500,4,0
"2016-10-14 14:31:55",14501,4,0
"2016-10-14 14:32:00",14502,4,0
"2016-10-14 14:32:05",14503,4,0
"2016-10-14 14:32:10",14504,4,0
"2016-10-14 14:32:15",14505,4,0
"2016-10-14 14:32:20",14506,4,0
"2016-10-14 14:32:25",14507,4,0
"2016-10-14 14:32:30",14508,4,0
"2016-10-14 14:32:35",14509,4,0
"2016-10-14 14:32:40",14510,4,0
"2016-10-14 14:32:45",14511,4,0
"2016-10-14 14:32:50",14512,4,0
"2016-10-14 14:32:55",14513,4,0
"2016-10-14 14:33:00",14514,4,0
"2016-10-14 14:33:05",14515,4,0
"2016-10-14 14:33:10",14516,4,0
"2016-10-14 14:33:15",14517,4,0
"2016-10-14 14:33:20",14518,4,0
"2016-10-14 14:33:25",14519,4,0
"2016-10-14 14:33:30",14520,4,0
"2016-10-14 14:33:35",14521,4,0
"2016-10-14 14:33:40",14522,4,0
"2016-10-14 14:33:45",14523,4,0
"2016-10-14 14:33:50",14524,4,0
"2016-10-14 14:33:55",14525,4,0
"2016-10-14 14:34:00",14526,4,0
"2016-10-14 14:34:05",14527,4,0
"2016-10-14 14:34:10",14528,4,0
"2016-10-14 14:34:15",14529,4,0
"2016-10-14 14:34:20",14530,4,0
"2016-10-14 14:34:25",14531,4,0
"2016-10-14 14:34:30",14532,4,0
"2016-10-14 14:34:35",14533,4,0
"2016-10-14 14:34:40",14534,4,0
"2016-10-14 14:34:45",14535,4,0
"2016-10-14 14:34:50",14536,4,0
"2016-10-14 14:34:55",14537,4,0
"2016-10-14 14:35:00",14538,4,0
"2016-10-14 14:35:05",14539,4,0
"2016-10-14 14:35:10",14540,4,0
"2016-10-14 14:35:15",14541,4,0
"2016-10-14 14:35:20",14542,4,0
"2016-10-14 14:35:25",14543,4,0
"2016-10-14 14:35:30",14544,4,0
"2016-10-14 14:35:35",14545,4,0
"2016-10-14 14:35:40",14546,4,0
"2016-10-14 14:35:45",14547,4,0
"2016-10-14 14:35:50",14548,4,0
"2016-10-14 14:35:55",14549,4,0
"2016-10-14 14:36:00",14550,4,0
"2016-10-14 14:36:05",14551,4,0
"2016-10-14 14:36:10",14552,4,0
"2016-10-14 14:36:15",14553,4,0
"2016-10-14 14:36:20",14554,4,0
"2016-10-14 14:36:25",14555,4,0
"2016-10-14 14:36:30",14556,4,0
"2016-10-14 14:36:35",14557,4,0
"2016-10-14 14:36:40",14558,4,0
"2016-10-14 14:36:45",14559,4,0
"2016-10-14 14:36:50",14560,4,0
"2016-10-14 14:36:55",14561,4,0
"2016-10-14 14:37:00",14562,4,0
"2016-10-14 14:37:05",14563,4,0
"2016-10-14 14:37:10",14564,4,0
"2016-10-14 14:37:15",14565,4,0
"2016-10-14 14:37:20",14566,4,0
"2016-10-14 14:37:25",14567,4,0
"2016-10-14 14:37:30",14568,4,0
"2016-10-14 14:37:35",14569,4,0
"2016-10-14 14:37:40",14570,4,0
"2016-10-14 14:37:45",14571,4,0
"2016-10-14 14:37:50",14572,4,0
"2016-10-14 14:37:55",14573,4,0
"2016-10-14 14:38:00",14574,4,0
"2016-10-14 14:38:05",14575,4,0
"2016-10-14 14:38:10",14576,4,0
"2016-10-14 14:38:15",14577,4,0
"2016-10-14 14:38:20",14578,4,0
"2016-10-14 14:38:25",14579,4,0
"2016-10-14 14:38:30",14580,4,0
"2016-10-14 14:38:35",14581,4,0
"2016-10-14 14:38:40",14582,4,0
"2016-10-14 14:38:45",14583,4,0
"2016-10-14 14:38:50",14584,4,0
"2016-10-14 14:38:55",14585,4,0
"2016-10-14 14:39:00",14586,4,0
"2016-10-14 14:39:05",14587,4,0
"2016-10-14 14:39:10",14588,4,0
"2016-10-14 14:39:15",14589,4,0
"2016-10-14 14:39:20",14590,4,0
"2016-10-14 14:39:25",14591,4,0
"2016-10-14 14:39:30",14592,4,0
"2016-10-14 14:39:35",14593,4,0
"2016-10-14 14:39:40",14594,4,0
"2016-10-14 14:39:45",14595,4,0
"2016-10-14 14:39:50",14596,4,0
"2016-10-14 14:39:55",14597,4,0
"2016-10-14 14:40:00",14598,4,0
"2016-10-14 14:40:05",14599,4,0
"2016-10-14 14:40:10",14600,4,0
"2016-10-14 14:40:15",14601,4,0
"2016-10-14 14:40:20",14602,4,0
"2016-10-14 14:40:25",14603,4,0
"2016-10-14 14:40:30",14604,4,0
"2016-10-14 14:40:35",14605,4,0
"2016-10-14 14:40:40",14606,4,0
"2016-10-14 14:40:45",14607,4,0
"2016-10-14 14:40:50",14608,4,0
"2016-10-14 14:40:55",14609,4,0
"2016-10-14 14:41:00",14610,4,0
"2016-10-14 14:41:05",14611,4,0
"2016-10-14 14:41:10",14612,4,0
"2016-10-14 14:41:15",14613,4,0
"2016-10-14 14:41:20",14614,4,0
"2016-10-14 14:41:25",14615,4,0
"2016-10-14 14:41:30",14616,4,0
"2016-10-14 14:41:35",14617,4,0
"2016-10-14 14:41:40",14618,4,0
"2016-10-14 14:41:45",14619,4,0
"2016-10-14 14:41:50",14620,4,0
"2016-10-14 14:41:55",14621,4,0
"2016-10-14 14:42:00",14622,4,0
"2016-10-14 14:42:05",14623,4,0
"2016-10-14 14:42:10",14624,4,0
"2016-10-14 14:42:15",14625,4,0
"2016-10-14 14:42:20",14626,4,0
"2016-10-14 14:42:25",14627,4,0
"2016-10-14 14:42:30",14628,4,0
"2016-10-14 14:42:35",14629,4,0
"2016-10-14 14:42:40",14630,4,0
"2016-10-14 14:42:45",14631,4,0
"2016-10-14 14:42:50",14632,4,0
"2016-10-14 14:42:55",14633,4,0
"2016-10-14 14:43:00",14634,4,0
"2016-10-14 14:43:05",14635,4,0
"2016-10-14 14:43:10",14636,4,0
"2016-10-14 14:43:15",14637,4,0
"2016-10-14 14:43:20",14638,4,0
"2016-10-14 14:43:25",14639,4,0
"2016-10-14 14:43:30",14640,4,0
"2016-10-14 14:43:35",14641,4,0
"2016-10-14 14:43:40",14642,4,0
"2016-10-14 14:43:45",14643,4,0
"2016-10-14 14:43:50",14644,4,0
"2016-10-14 14:43:55",14645,4,0
"2016-10-14 14:44:00",14646,4,0
"2016-10-14 14:44:05",14647,4,0
"2016-10-14 14:44:10",14648,4,0
"2016-10-14 14:44:15",14649,4,0
"2016-10-14 14:44:20",14650,4,0
"2016-10-14 14:44:25",14651,4,0
"2016-10-14 14:44:30",14652,4,0
"2016-10-14 14:44:35",14653,4,0
"2016-10-14 14:44:40",14654,4,0
"2016-10-14 14:44:45",14655,4,0
"2016-10-14 14:44:50",14656,4,0
"2016-10-14 14:44:55",14657,4,0
"2016-10-14 14:45:00",14658,4,0
"2016-10-14 14:45:05",14659,4,0
"2016-10-14 14:45:10",14660,4,0
"2016-10-14 14:45:15",14661,4,0
"2016-10-14 14:45:20",14662,4,0
"2016-10-14 14:45:25",14663,4,0
"2016-10-14 14:45:30",14664,4,0
"2016-10-14 14:45:35",14665,4,0
"2016-10-14 14:45:40",14666,4,0
"2016-10-14 14:45:45",14667,4,0
"2016-10-14 14:45:50",14668,4,0
"2016-10-14 14:45:55",14669,4,0
"2016-10-14 14:46:00",14670,4,0
"2016-10-14 14:46:05",14671,4,0
"2016-10-14 14:46:10",14672,4,0
"2016-10-14 14:46:15",14673,4,0
"2016-10-14 14:46:20",14674,4,0
"2016-10-14 14:46:25",14675,4,0
"2016-10-14 14:46:30",14676,4,0
"2016-10-14 14:46:35",14677,4,0
"2016-10-14 14:46:40",14678,4,0
"2016-10-14 14:46:45",14679,4,0
"2016-10-14 14:46:50",14680,4,0
"2016-10-14 14:46:55",14681,4,0
"2016-10-14 14:47:00",14682,4,0
"2016-10-14 14:47:05",14683,4,0
"2016-10-14 14:47:10",14684,4,0
"2016-10-14 14:47:15",14685,4,0
"2016-10-14 14:47:20",14686,4,0
"2016-10-14 14:47:25",14687,4,0
"2016-10-14 14:47:30",14688,4,0
"2016-10-14 14:47:35",14689,4,0
"2016-10-14 14:47:40",14690,4,0
"2016-10-14 14:47:45",14691,4,0
"2016-10-14 14:47:50",14692,4,0
"2016-10-14 14:47:55",14693,4,0
"2016-10-14 14:48:00",14694,4,0
"2016-10-14 14:48:05",14695,4,0
"2016-10-14 14:48:10",14696,4,0
"2016-10-14 14:48:15",14697,4,0
"2016-10-14 14:48:20",14698,4,0
"2016-10-14 14:48:25",14699,4,0
"2016-10-14 14:48:30",14700,4,0
"2016-10-14 14:48:35",14701,4,0
"2016-10-14 14:48:40",14702,4,0
"2016-10-14 14:48:45",14703,4,0
"2016-10-14 14:48:50",14704,4,0
"2016-10-14 14:48:55",14705,4,0
"2016-10-14 14:49:00",14706,4,0
"2016-10-14 14:49:05",14707,4,0
"2016-10-14 14:49:10",14708,4,0
"2016-10-14 14:49:15",14709,4,0
"2016-10-14 14:49:20",14710,4,0
"2016-10-14 14:49:25",14711,4,0
"2016-10-14 14:49:30",14712,4,0
"2016-10-14 14:49:35",14713,4,0
"2016-10-14 14:49:40",14714,4,0
"2016-10-14 14:49:45",14715,4,0
"2016-10-14 14:49:50",14716,4,0
"2016-10-14 14:49:55",14717,4,0
"2016-10-14 14:50:00",14718,4,0
"2016-10-14 14:50:05",14719,4,0
"2016-10-14 14:50:10",14720,4,0
"2016-10-14 14:50:15",14721,4,0
"2016-10-14 14:50:20",14722,4,0
"2016-10-14 14:50:25",14723,4,0
"2016-10-14 14:50:30",14724,4,0
"2016-10-14 14:50:35",14725,4,0
"2016-10-14 14:50:40",14726,4,0
"2016-10-14 14:50:45",14727,4,0
"2016-10-14 14:50:50",14728,4,0
"2016-10-14 14:50:55",14729,4,0
"2016-10-14 14:51:00",14730,4,0
"2016-10-14 14:51:05",14731,4,0
"2016-10-14 14:51:10",14732,4,0
"2016-10-14 14:51:15",14733,4,0
"2016-10-14 14:51:20",14734,4,0
"2016-10-14 14:51:25",14735,4,0
"2016-10-14 14:51:30",14736,4,0
"2016-10-14 14:51:35",14737,4,0
"2016-10-14 14:51:40",14738,4,0
"2016-10-14 14:51:45",14739,4,0
"2016-10-14 14:51:50",14740,4,0
"2016-10-14 14:51:55",14741,4,0
"2016-10-14 14:52:00",14742,4,0
"2016-10-14 14:52:05",14743,4,0
"2016-10-14 14:52:10",14744,4,0
"2016-10-14 14:52:15",14745,4,0
"2016-10-14 14:52:20",14746,4,0
"2016-10-14 14:52:25",14747,4,0
"2016-10-14 14:52:30",14748,4,0
"2016-10-14 14:52:35",14749,4,0
"2016-10-14 14:52:40",14750,4,0
"2016-10-14 14:52:45",14751,4,0
"2016-10-14 14:52:50",14752,4,0
"2016-10-14 14:52:55",14753,4,0
"2016-10-14 14:53:00",14754,4,0
"2016-10-14 14:53:05",14755,4,0
"2016-10-14 14:53:10",14756,4,0
"2016-10-14 14:53:15",14757,4,0
"2016-10-14 14:53:20",14758,4,0
"2016-10-14 14:53:25",14759,4,0
"2016-10-14 14:53:30",14760,4,0
"2016-10-14 14:53:35",14761,4,0
"2016-10-14 14:53:40",14762,4,0
"2016-10-14 14:53:45",14763,4,0
"2016-10-14 14:53:50",14764,4,0
"2016-10-14 14:53:55",14765,4,0
"2016-10-14 14:54:00",14766,4,0
"2016-10-14 14:54:05",14767,4,0
"2016-10-14 14:54:10",14768,4,0
"2016-10-14 14:54:15",14769,4,0
"2016-10-14 14:54:20",14770,4,0
"2016-10-14 14:54:25",14771,4,0
"2016-10-14 14:54:30",14772,4,0
"2016-10-14 14:54:35",14773,4,0
"2016-10-14 14:54:40",14774,4,0
"2016-10-14 14:54:45",14775,4,0
"2016-10-14 14:54:50",14776,4,0
"2016-10-14 14:54:55",14777,4,0
"2016-10-14 14:55:00",14778,4,0
"2016-10-14 14:55:05",14779,4,0
"2016-10-14 14:55:10",14780,4,0
"2016-10-14 14:55:15",14781,4,0
"2016-10-14 14:55:20",14782,4,0
"2016-10-14 14:55:25",14783,4,0
"2016-10-14 14:55:30",14784,4,0
"2016-10-14 14:55:35",14785,4,0
"2016-10-14 14:55:40",14786,4,0
"2016-10-14 14:55:45",14787,4,0
"2016-10-14 14:55:50",14788,4,0
"2016-10-14 14:55:55",14789,4,0
"2016-10-14 14:56:00",14790,4,0
"2016-10-14 14:56:05",14791,4,0
"2016-10-14 14:56:10",14792,4,0
"2016-10-14 14:56:15",14793,4,0
"2016-10-14 14:56:20",14794,4,0
"2016-10-14 14:56:25",14795,4,0
"2016-10-14 14:56:30",14796,4,0
"2016-10-14 14:56:35",14797,4,0
"2016-10-14 14:56:40",14798,4,0
"2016-10-14 14:56:45",14799,4,0
"2016-10-14 14:56:50",14800,4,0
"2016-10-14 14:56:55",14801,4,0
"2016-10-14 14:57:00",14802,4,0
"2016-10-14 14:57:05",14803,4,0
"2016-10-14 14:57:10",14804,4,0
"2016-10-14 14:57:15",14805,4,0
"2016-10-14 14:57:20",14806,4,0
"2016-10-14 14:57:25",14807,4,0
"2016-10-14 14:57:30",14808,4,0
"2016-10-14 14:57:35",14809,4,0
"2016-10-14 14:57:40",14810,4,0
"2016-10-14 14:57:45",14811,4,0
"2016-10-14 14:57:50",14812,4,0
"2016-10-14 14:57:55",14813,4,0
"2016-10-14 14:58:00",14814,4,0
"2016-10-14 14:58:05",14815,4,0
"2016-10-14 14:58:10",14816,4,0
"2016-10-14 14:58:15",14817,4,0
"2016-10-14 14:58:20",14818,4,0
"2016-10-14 14:58:25",14819,4,0
