"TOA5","Los Pen","CR800","39465","CR800.Std.29","CPU:SWM1000SP_Hach950_rev5-pulled from filter 03032016.CR8","21031","hourly"
"TIMESTAMP","RECORD","BatVolts_Min","Flow_950_Tot","battery_coms_fail_cntr","level_coms_fail_cntr","flow_coms_fail_cntr","flow_tot_coms_fail_cntr","ModbusInterval"
"TS","RN","volts","cfs","","","","",""
"","","Min","Tot","Smp","Smp","Smp","Smp","Smp"
"2016-10-30 15:00:00",322,12.82,449.0373,1970,1970,1969,1969,1
"2016-10-30 16:00:00",323,12.78,449.8775,1970,1970,1969,1969,1
"2016-10-30 17:00:00",324,12.72,447.1567,1970,1970,1969,1969,1
"2016-10-30 18:00:00",325,12.66,450.0016,1970,1970,1969,1969,1
"2016-10-30 19:00:00",326,12.62,448.5744,1970,1970,1969,1969,1
"2016-10-30 20:00:00",327,12.61,449.8154,1970,1970,1969,1969,1
"2016-10-30 21:00:00",328,12.6,449.4431,1970,1970,1969,1969,1
"2016-10-30 22:00:00",329,12.6,446.2785,1970,1970,1969,1969,1
"2016-10-30 23:00:00",330,12.59,448.5123,1970,1970,1969,1969,1
"2016-10-31 00:00:00",331,12.58,452.3595,1970,1970,1969,1969,1
"2016-10-31 01:00:00",332,12.58,450.3739,1970,1970,1969,1969,1
"2016-10-31 02:00:00",333,12.58,452.6698,1970,1970,1969,1969,1
"2016-10-31 03:00:00",334,12.57,451.6149,1970,1970,1969,1969,1
"2016-10-31 04:00:00",335,12.57,453.0421,1970,1970,1969,1969,1
"2016-10-31 05:00:00",336,12.56,453.7867,1970,1970,1969,1969,1
"2016-10-31 06:00:00",337,12.56,454.097,1970,1970,1969,1969,1
"2016-10-31 07:00:00",338,12.56,454.7795,1970,1970,1969,1969,1
"2016-10-31 08:00:00",339,12.56,449.5672,1970,1970,1969,1969,1
"2016-10-31 09:00:00",340,12.57,451.1805,1970,1970,1969,1969,1
"2016-10-31 10:00:00",341,12.62,450.3118,1970,1970,1969,1969,1
"2016-10-31 11:00:00",342,12.68,452.2354,1970,1970,1969,1969,1
"2016-10-31 12:00:00",343,12.79,451.2426,1970,1970,1969,1969,1
"2016-10-31 13:00:00",344,12.82,449.5052,1970,1970,1969,1969,1
"2016-10-31 14:00:00",345,12.93,449.257,1970,1970,1969,1969,1
"2016-10-31 15:00:00",346,12.95,447.3429,1970,1970,1969,1969,1
"2016-10-31 16:00:00",347,12.88,444.555,1970,1970,1969,1969,1
"2016-10-31 17:00:00",348,12.79,446.4931,1970,1970,1969,1969,1
"2016-10-31 18:00:00",349,12.71,447.4049,1970,1970,1969,1969,1
"2016-10-31 19:00:00",350,12.66,445.185,1970,1970,1969,1969,1
"2016-10-31 20:00:00",351,12.62,444.8893,1970,1970,1969,1969,1
"2016-10-31 21:00:00",352,12.59,445.9872,1970,1970,1969,1969,1
"2016-10-31 22:00:00",353,12.57,444.2545,1970,1970,1969,1969,1
"2016-10-31 23:00:00",354,12.56,446.2354,1970,1970,1969,1969,1
"2016-11-01 00:00:00",355,12.55,445.5098,1970,1970,1969,1969,1
"2016-11-01 01:00:00",356,12.55,445.4908,1970,1970,1969,1969,1
"2016-11-01 02:00:00",357,12.54,447.4955,1970,1970,1969,1969,1
"2016-11-01 03:00:00",358,12.53,453.7247,1970,1970,1969,1969,1
"2016-11-01 04:00:00",359,12.53,460.9226,1970,1970,1969,1969,1
"2016-11-01 05:00:00",360,12.53,470.6749,1970,1970,1969,1969,1
"2016-11-01 06:00:00",361,12.52,477.878,1970,1970,1969,1969,1
"2016-11-01 07:00:00",362,12.52,498.294,1970,1970,1969,1969,1
"2016-11-01 08:00:00",363,12.52,493.5567,1970,1970,1969,1969,1
"2016-11-01 09:00:00",364,12.52,511.6341,1970,1970,1969,1969,1
"2016-11-01 10:00:00",365,12.53,499.1251,1970,1970,1969,1969,1
"2016-11-01 11:00:00",366,12.6,515.1019,1970,1970,1969,1969,1
"2016-11-01 12:00:00",367,12.89,504.253,1970,1970,1969,1969,1
"2016-11-01 13:00:00",368,12.99,502.6743,1970,1970,1969,1969,1
"2016-11-01 14:00:00",369,13.11,499.8718,1970,1970,1969,1969,1
"2016-11-01 15:00:00",370,12.94,491.6637,1970,1970,1969,1969,1
"2016-11-01 16:00:00",371,12.85,494.2139,1970,1970,1969,1969,1
"2016-11-01 17:00:00",372,12.78,486.7433,1970,1970,1969,1969,1
"2016-11-01 18:00:00",373,12.72,501.6367,1970,1970,1969,1969,1
"2016-11-01 19:00:00",374,12.67,491.5945,1970,1970,1969,1969,1
"2016-11-01 20:00:00",375,12.63,495.8862,1970,1970,1969,1969,1
"2016-11-01 21:00:00",376,12.6,487.8663,1970,1970,1969,1969,1
"2016-11-01 22:00:00",377,12.57,488.5875,1970,1970,1969,1969,1
"2016-11-01 23:00:00",378,12.56,483.7149,1970,1970,1969,1969,1
"2016-11-02 00:00:00",379,12.54,491.4338,1970,1970,1969,1969,1
"2016-11-02 01:00:00",380,12.53,488.8723,1970,1970,1969,1969,1
"2016-11-02 02:00:00",381,12.52,485.9264,1970,1970,1969,1969,1
"2016-11-02 03:00:00",382,12.52,489.0605,1970,1970,1969,1969,1
"2016-11-02 04:00:00",383,12.5,485.5999,1970,1970,1969,1969,1
"2016-11-02 05:00:00",384,12.5,495.7885,1970,1970,1969,1969,1
"2016-11-02 06:00:00",385,12.49,489.7553,1970,1970,1969,1969,1
"2016-11-02 07:00:00",386,12.49,497.346,1970,1970,1969,1969,1
"2016-11-02 08:00:00",387,12.49,477.0215,1970,1970,1969,1969,1
"2016-11-02 09:00:00",388,12.52,486.0495,1970,1970,1969,1969,1
"2016-11-02 10:00:00",389,12.51,481.654,1970,1970,1969,1969,1
"2016-11-02 11:00:00",390,12.57,478.8525,1970,1970,1969,1969,1
"2016-11-02 12:00:00",391,12.88,474.7724,1970,1970,1969,1969,1
"2016-11-02 13:00:00",392,13,477.6064,1970,1970,1969,1969,1
"2016-11-02 14:00:00",393,13.11,476.699,1970,1970,1969,1969,1
"2016-11-02 15:00:00",394,12.94,474.0359,1970,1970,1969,1969,1
"2016-11-02 16:00:00",395,12.84,471.503,1970,1970,1969,1969,1
"2016-11-02 17:00:00",396,12.77,476.3684,1970,1970,1969,1969,1
"2016-11-02 18:00:00",397,12.71,473.1112,1970,1970,1969,1969,1
"2016-11-02 19:00:00",398,12.66,472.8366,1970,1970,1969,1969,1
"2016-11-02 20:00:00",399,12.62,471.3117,1970,1970,1969,1969,1
"2016-11-02 21:00:00",400,12.58,473.8152,1970,1970,1969,1969,1
"2016-11-02 22:00:00",401,12.56,476.9198,1970,1970,1969,1969,1
"2016-11-02 23:00:00",402,12.53,470.8235,1970,1970,1969,1969,1
"2016-11-03 00:00:00",403,12.52,472.861,1970,1970,1969,1969,1
"2016-11-03 01:00:00",404,12.51,471.7257,1970,1970,1969,1969,1
"2016-11-03 02:00:00",405,12.49,469.9201,1970,1970,1969,1969,1
"2016-11-03 03:00:00",406,12.49,472.6463,1970,1970,1969,1969,1
"2016-11-03 04:00:00",407,12.49,470.2548,1970,1970,1969,1969,1
"2016-11-03 05:00:00",408,12.48,470.0341,1970,1970,1969,1969,1
"2016-11-03 06:00:00",409,12.47,467.4452,1970,1970,1969,1969,1
"2016-11-03 07:00:00",410,12.47,465.1767,1970,1970,1969,1969,1
"2016-11-03 08:00:00",411,12.47,465.3975,1970,1970,1969,1969,1
"2016-11-03 09:00:00",412,12.5,464.308,1970,1970,1969,1969,1
"2016-11-03 10:00:00",413,12.49,463.1565,1970,1970,1969,1969,1
"2016-11-03 11:00:00",414,12.57,464.6976,1970,1970,1969,1969,1
"2016-11-03 12:00:00",415,12.86,459.6196,1970,1970,1969,1969,1
"2016-11-03 13:00:00",416,13.03,463.1565,1970,1970,1969,1969,1
"2016-11-03 14:00:00",417,13.1,458.6888,1970,1970,1969,1969,1
"2016-11-03 15:00:00",418,12.92,458.5026,1970,1970,1969,1969,1
"2016-11-03 16:00:00",419,12.83,455.0898,1970,1970,1969,1969,1
"2016-11-03 17:00:00",420,12.74,453.2282,1970,1970,1969,1969,1
"2016-11-03 18:00:00",421,12.69,450.6841,1970,1970,1969,1969,1
"2016-11-03 19:00:00",422,12.64,449.5052,1970,1970,1969,1969,1
"2016-11-03 20:00:00",423,12.6,452.1734,1970,1970,1969,1969,1
"2016-11-03 21:00:00",424,12.56,450.3118,1970,1970,1969,1969,1
"2016-11-03 22:00:00",425,12.53,448.6985,1970,1970,1969,1969,1
"2016-11-03 23:00:00",426,12.52,448.1495,1970,1970,1969,1969,1
"2016-11-04 00:00:00",427,12.51,447.6531,1970,1970,1969,1969,1
"2016-11-04 01:00:00",428,12.5,447.3524,1970,1970,1969,1969,1
"2016-11-04 02:00:00",429,12.49,447.1042,1970,1970,1969,1969,1
"2016-11-04 03:00:00",430,12.48,444.5645,1970,1970,1969,1969,1
"2016-11-04 04:00:00",431,12.48,448.14,1970,1970,1969,1969,1
"2016-11-04 05:00:00",432,12.47,448.8941,1970,1970,1969,1969,1
"2016-11-04 06:00:00",433,12.47,447.3618,1970,1970,1969,1969,1
"2016-11-04 07:00:00",434,12.46,446.1924,1970,1970,1969,1969,1
"2016-11-04 08:00:00",435,12.46,445.1039,1970,1970,1969,1969,1
"2016-11-04 09:00:00",436,12.48,444.5981,1970,1970,1969,1969,1
"2016-11-04 10:00:00",437,12.47,447.4669,1970,1970,1969,1969,1
"2016-11-04 11:00:00",438,12.52,445.4956,1970,1970,1969,1969,1
"2016-11-04 12:00:00",439,12.82,443.1756,1970,1970,1969,1969,1
"2016-11-04 13:00:00",440,13,443.7541,1970,1970,1969,1969,1
"2016-11-04 14:00:00",441,13.07,441.368,1970,1970,1969,1969,1
"2016-11-04 15:00:00",442,12.91,440.7953,1970,1970,1969,1969,1
"2016-11-04 16:00:00",443,12.81,439.0165,1970,1970,1969,1969,1
"2016-11-04 17:00:00",444,12.74,438.7741,1970,1970,1969,1969,1
"2016-11-04 18:00:00",445,12.68,440.1765,1970,1970,1969,1969,1
"2016-11-04 19:00:00",446,12.63,436.9804,1970,1970,1969,1969,1
"2016-11-04 20:00:00",447,12.59,439.1596,1970,1970,1969,1969,1
"2016-11-04 21:00:00",448,12.56,436.8773,1970,1970,1969,1969,1
"2016-11-04 22:00:00",449,12.53,432.1299,1970,1970,1969,1969,1
"2016-11-04 23:00:00",450,12.51,432.9766,1970,1970,1969,1969,1
"2016-11-05 00:00:00",451,12.5,430.9594,1970,1970,1969,1969,1
"2016-11-05 01:00:00",452,12.49,429.9243,1970,1970,1969,1969,1
"2016-11-05 02:00:00",453,12.48,431.8909,1970,1970,1969,1969,1
"2016-11-05 03:00:00",454,12.48,429.8059,1970,1970,1969,1969,1
"2016-11-05 04:00:00",455,12.47,429.75,1970,1970,1969,1969,1
"2016-11-05 05:00:00",456,12.46,429.9168,1970,1970,1969,1969,1
"2016-11-05 06:00:00",457,12.46,430.5048,1970,1970,1969,1969,1
"2016-11-05 07:00:00",458,12.45,431.5522,1970,1970,1969,1969,1
"2016-11-05 08:00:00",459,12.45,431.7495,1970,1970,1969,1969,1
"2016-11-05 09:00:00",460,12.48,431.7458,1970,1970,1969,1969,1
"2016-11-05 10:00:00",461,12.47,430.2966,1970,1970,1969,1969,1
"2016-11-05 11:00:00",462,12.48,429.3207,1970,1970,1969,1969,1
"2016-11-05 12:00:00",463,12.79,429.3462,1970,1970,1969,1969,1
"2016-11-05 13:00:00",464,12.98,428.27,1970,1970,1969,1969,1
"2016-11-05 14:00:00",465,13.06,428.1771,1970,1970,1969,1969,1
"2016-11-05 15:00:00",466,12.88,425.852,1970,1970,1969,1969,1
"2016-11-05 16:00:00",467,12.79,427.6627,1970,1970,1969,1969,1
"2016-11-05 17:00:00",468,12.72,427.0351,1970,1970,1969,1969,1
"2016-11-05 18:00:00",469,12.66,424.8538,1970,1970,1969,1969,1
"2016-11-05 19:00:00",470,12.61,426.266,1970,1970,1969,1969,1
"2016-11-05 20:00:00",471,12.57,425.6656,1970,1970,1969,1969,1
"2016-11-05 21:00:00",472,12.53,426.4505,1970,1970,1969,1969,1
"2016-11-05 22:00:00",473,12.52,425.8266,1970,1970,1969,1969,1
"2016-11-05 23:00:00",474,12.5,424.8734,1970,1970,1969,1969,1
"2016-11-06 00:00:00",475,12.49,424.3249,1970,1970,1969,1969,1
"2016-11-06 01:00:00",476,12.48,422.7868,1970,1970,1969,1969,1
"2016-11-06 02:00:00",477,12.48,421.3013,1970,1970,1969,1969,1
"2016-11-06 03:00:00",478,12.47,423.7233,1970,1970,1969,1969,1
"2016-11-06 04:00:00",479,12.47,423.2764,1970,1970,1969,1969,1
"2016-11-06 05:00:00",480,12.47,423.7695,1970,1970,1969,1969,1
"2016-11-06 06:00:00",481,12.46,423.5328,1970,1970,1969,1969,1
"2016-11-06 07:00:00",482,12.46,423.8976,1970,1970,1969,1969,1
"2016-11-06 08:00:00",483,12.46,422.9248,1970,1970,1969,1969,1
"2016-11-06 09:00:00",484,12.47,421.8896,1970,1970,1969,1969,1
"2016-11-06 10:00:00",485,12.49,423.3422,1970,1970,1969,1969,1
"2016-11-06 11:00:00",486,12.55,422.2314,1970,1970,1969,1969,1
"2016-11-06 12:00:00",487,12.76,421.5478,1970,1970,1969,1969,1
"2016-11-06 13:00:00",488,12.94,420.9497,1970,1970,1969,1969,1
"2016-11-06 14:00:00",489,13.03,421.5905,1970,1970,1969,1969,1
"2016-11-06 15:00:00",490,12.85,420.9924,1970,1970,1969,1969,1
"2016-11-06 16:00:00",491,12.77,422.7441,1970,1970,1969,1969,1
"2016-11-06 17:00:00",492,12.71,420.9924,1970,1970,1969,1969,1
"2016-11-06 18:00:00",493,12.64,419.4116,1970,1970,1969,1969,1
"2016-11-06 19:00:00",494,12.6,420.437,1970,1970,1969,1969,1
"2016-11-06 20:00:00",495,12.56,419.2834,1970,1970,1969,1969,1
"2016-11-06 21:00:00",496,12.53,419.6252,1970,1970,1969,1969,1
"2016-11-06 22:00:00",497,12.51,418.9417,1970,1970,1969,1969,1
"2016-11-06 23:00:00",498,12.49,417.7881,1970,1970,1969,1969,1
"2016-11-07 00:00:00",499,12.47,419.5398,1970,1970,1969,1969,1
"2016-11-07 01:00:00",500,12.46,417.2754,1970,1970,1969,1969,1
"2016-11-07 02:00:00",501,12.45,418.7708,1970,1970,1969,1969,1
"2016-11-07 03:00:00",502,12.45,417.3609,1970,1970,1969,1969,1
"2016-11-07 04:00:00",503,12.45,418.2153,1970,1970,1969,1969,1
"2016-11-07 05:00:00",504,12.45,419.2407,1970,1970,1969,1969,1
"2016-11-07 06:00:00",505,12.44,418.0445,1970,1970,1969,1969,1
"2016-11-07 07:00:00",506,12.43,417.8736,1970,1970,1969,1969,1
"2016-11-07 08:00:00",507,12.43,418.728,1970,1970,1969,1969,1
"2016-11-07 09:00:00",508,12.45,420.6933,1970,1970,1969,1969,1
"2016-11-07 10:00:00",509,12.45,421.4196,1970,1970,1969,1969,1
"2016-11-07 11:00:00",510,12.46,420.0525,1970,1970,1969,1969,1
"2016-11-07 12:00:00",511,12.74,419.5398,1970,1970,1969,1969,1
"2016-11-07 13:00:00",512,12.93,420.8642,1970,1970,1969,1969,1
"2016-11-07 14:00:00",513,13.02,420.2661,1970,1970,1969,1969,1
"2016-11-07 15:00:00",514,12.84,418.5999,1970,1970,1969,1969,1
"2016-11-07 16:00:00",515,12.75,418.9417,1970,1970,1969,1969,1
"2016-11-07 17:00:00",516,12.63,421.0779,1987,1986,1985,1985,1
"2016-11-07 18:00:00",517,12.61,419.1553,1987,1986,1985,1985,1
"2016-11-07 18:00:00",518,12.56,168.0979,1987,1986,1985,1985,1
"2016-11-07 19:00:00",519,12.52,419.7961,1987,1986,1985,1985,1
"2016-11-07 20:00:00",520,12.5,421.0351,1987,1986,1985,1985,1
"2016-11-07 21:00:00",521,12.47,422.9675,1987,1986,1985,1985,1
"2016-11-07 22:00:00",522,12.46,421.0779,1987,1986,1985,1985,1
"2016-11-07 23:00:00",523,12.45,422.6783,1987,1986,1985,1985,1
"2016-11-08 00:00:00",524,12.44,423.8746,1987,1986,1985,1985,1
"2016-11-08 01:00:00",525,12.43,423.2666,1987,1986,1985,1985,1
"2016-11-08 02:00:00",526,12.42,423.3521,1987,1986,1985,1985,1
"2016-11-08 03:00:00",527,12.42,423.3619,1987,1986,1985,1985,1
"2016-11-08 04:00:00",528,12.42,425.5862,1987,1986,1985,1985,1
"2016-11-08 05:00:00",529,12.41,424.9488,1987,1986,1985,1985,1
"2016-11-08 06:00:00",530,12.4,425.7141,1987,1986,1985,1985,1
"2016-11-08 07:00:00",531,12.41,425.9958,1987,1986,1985,1985,1
"2016-11-08 08:00:00",532,12.42,427.113,1987,1986,1985,1985,1
"2016-11-08 09:00:00",533,12.42,427.4745,1987,1986,1985,1985,1
"2016-11-08 10:00:00",534,12.44,426.2481,1987,1986,1985,1985,1
"2016-11-08 11:00:00",535,12.73,425.611,1987,1986,1985,1985,1
"2016-11-08 12:00:00",536,12.93,426.4892,1987,1986,1985,1985,1
"2016-11-08 13:00:00",537,13.01,425.5703,1987,1986,1985,1985,1
"2016-11-08 14:00:00",538,12.83,425.3861,1987,1986,1985,1985,1
"2016-11-08 15:00:00",539,12.74,423.937,1987,1986,1985,1985,1
"2016-11-08 16:00:00",540,12.68,424.0455,1987,1986,1985,1985,1
"2016-11-08 17:00:00",541,12.62,425.9185,1987,1986,1985,1985,1
"2016-11-08 18:00:00",542,12.57,425.0149,1987,1986,1985,1985,1
"2016-11-08 19:00:00",543,12.53,425.3434,1987,1986,1985,1985,1
"2016-11-08 20:00:00",544,12.5,423.6609,1987,1986,1985,1985,1
"2016-11-08 21:00:00",545,12.47,424.6205,1987,1986,1985,1985,1
"2016-11-08 22:00:00",546,12.46,422.6454,1987,1986,1985,1985,1
"2016-11-08 23:00:00",547,12.45,422.6783,1987,1986,1985,1985,1
"2016-11-09 00:00:00",548,12.43,421.9323,1987,1986,1985,1985,1
"2016-11-09 01:00:00",549,12.43,423.6182,1987,1986,1985,1985,1
"2016-11-09 02:00:00",550,12.42,422.1887,1987,1986,1985,1985,1
"2016-11-09 03:00:00",551,12.42,421.7187,1987,1986,1985,1985,1
"2016-11-09 04:00:00",552,12.41,422.1887,1987,1986,1985,1985,1
"2016-11-09 05:00:00",553,12.41,422.7539,1987,1986,1985,1985,1
"2016-11-09 06:00:00",554,12.41,423.0397,1987,1986,1985,1985,1
"2016-11-09 07:00:00",555,12.39,423.799,1987,1986,1985,1985,1
"2016-11-09 08:00:00",556,12.41,424.098,1987,1986,1985,1985,1
"2016-11-09 09:00:00",557,12.41,421.8665,1987,1986,1985,1985,1
"2016-11-09 10:00:00",558,12.43,423.8613,1987,1986,1985,1985,1
"2016-11-09 11:00:00",559,12.72,424.5154,1987,1986,1985,1985,1
"2016-11-09 12:00:00",560,12.89,420.8215,1987,1986,1985,1985,1
"2016-11-09 13:00:00",561,12.97,422.7112,1987,1986,1985,1985,1
"2016-11-09 14:00:00",562,12.8,420.8215,1987,1986,1985,1985,1
"2016-11-09 15:00:00",563,12.71,420.2661,1987,1986,1985,1985,1
"2016-11-09 16:00:00",564,12.65,419.0698,1987,1986,1985,1985,1
"2016-11-09 17:00:00",565,12.57,422.0178,1987,1986,1985,1985,1
"2016-11-09 18:00:00",566,12.55,420.1379,1987,1986,1985,1985,1
"2016-11-09 19:00:00",567,12.53,421.676,1987,1986,1985,1985,1
"2016-11-09 20:00:00",568,12.5,418.8989,1987,1986,1985,1985,1
"2016-11-09 21:00:00",569,12.48,419.1125,1987,1986,1985,1985,1
"2016-11-09 22:00:00",570,12.46,418.5144,1987,1986,1985,1985,1
"2016-11-09 23:00:00",571,12.45,418.0017,1987,1986,1985,1985,1
"2016-11-10 00:00:00",572,12.43,417.8736,1987,1986,1985,1985,1
"2016-11-10 01:00:00",573,12.43,416.9336,1987,1986,1985,1985,1
"2016-11-10 02:00:00",574,12.43,417.6172,1987,1986,1985,1985,1
"2016-11-10 03:00:00",575,12.41,415.1819,1987,1986,1985,1985,1
"2016-11-10 04:00:00",576,12.41,416.3355,1987,1986,1985,1985,1
"2016-11-10 05:00:00",577,12.4,419.1125,1987,1986,1985,1985,1
"2016-11-10 06:00:00",578,12.39,417.9163,1987,1986,1985,1985,1
"2016-11-10 07:00:00",579,12.39,417.489,1987,1986,1985,1985,1
"2016-11-10 08:00:00",580,12.4,416.8909,1987,1986,1985,1985,1
"2016-11-10 09:00:00",581,12.4,417.7881,1987,1986,1985,1985,1
"2016-11-10 10:00:00",582,12.4,416.3355,1987,1986,1985,1985,1
"2016-11-10 11:00:00",583,12.69,417.6599,1987,1986,1985,1985,1
"2016-11-10 12:00:00",584,12.88,416.3355,1987,1986,1985,1985,1
"2016-11-10 13:00:00",585,12.97,416.5064,1987,1986,1985,1985,1
"2016-11-10 14:00:00",586,12.79,416.5491,1987,1986,1985,1985,1
"2016-11-10 15:00:00",587,12.7,414.3702,1987,1986,1985,1985,1
"2016-11-10 16:00:00",588,12.64,415.1392,1987,1986,1985,1985,1
"2016-11-10 17:00:00",589,12.58,414.7974,1987,1986,1985,1985,1
"2016-11-10 18:00:00",590,12.54,416.2073,1987,1986,1985,1985,1
"2016-11-10 19:00:00",591,12.51,414.1566,1987,1986,1985,1985,1
"2016-11-10 20:00:00",592,12.48,413.8148,1987,1986,1985,1985,1
"2016-11-10 21:00:00",593,12.45,413.0885,1987,1986,1985,1985,1
"2016-11-10 22:00:00",594,12.44,412.9683,1987,1986,1985,1985,1
"2016-11-10 23:00:00",595,12.42,410.0525,1987,1986,1985,1985,1
"2016-11-11 00:00:00",596,12.42,411.4383,1987,1986,1985,1985,1
"2016-11-11 01:00:00",597,12.41,411.1287,1987,1986,1985,1985,1
"2016-11-11 02:00:00",598,12.39,407.878,1987,1986,1985,1985,1
"2016-11-11 03:00:00",599,12.39,410.2742,1987,1986,1985,1985,1
"2016-11-11 04:00:00",600,12.38,409.9992,1987,1986,1985,1985,1
"2016-11-11 05:00:00",601,12.38,409.247,1987,1986,1985,1985,1
"2016-11-11 06:00:00",602,12.37,407.5891,1987,1986,1985,1985,1
"2016-11-11 07:00:00",603,12.37,405.2264,1987,1986,1985,1985,1
"2016-11-11 08:00:00",604,12.38,404.8514,1987,1986,1985,1985,1
"2016-11-11 09:00:00",605,12.38,405.3795,1987,1986,1985,1985,1
"2016-11-11 10:00:00",606,12.38,408.5214,1987,1986,1985,1985,1
"2016-11-11 11:00:00",607,12.68,403.8304,1987,1986,1985,1985,1
"2016-11-11 12:00:00",608,12.88,402.2649,1987,1986,1985,1985,1
"2016-11-11 13:00:00",609,12.96,402.7699,1987,1986,1985,1985,1
"2016-11-11 14:00:00",610,12.79,399.5345,1987,1986,1985,1985,1
"2016-11-11 15:00:00",611,12.7,397.1885,1987,1986,1985,1985,1
"2016-11-11 16:00:00",612,12.63,399.8679,1987,1986,1985,1985,1
"2016-11-11 17:00:00",613,12.57,398.2067,1987,1986,1985,1985,1
"2016-11-11 18:00:00",614,12.53,399.0131,1987,1986,1985,1985,1
"2016-11-11 19:00:00",615,12.49,401.058,1987,1986,1985,1985,1
"2016-11-11 20:00:00",616,12.46,396.9563,1987,1986,1985,1985,1
"2016-11-11 21:00:00",617,12.43,399.235,1987,1986,1985,1985,1
"2016-11-11 22:00:00",618,12.41,400.971,1987,1986,1985,1985,1
"2016-11-11 23:00:00",619,12.4,396.0313,1987,1986,1985,1985,1
"2016-11-12 00:00:00",620,12.39,395.699,1987,1986,1985,1985,1
"2016-11-12 01:00:00",621,12.38,393.4042,1987,1986,1985,1985,1
"2016-11-12 02:00:00",622,12.38,393.738,1987,1986,1985,1985,1
"2016-11-12 03:00:00",623,12.37,394.5267,1987,1986,1985,1985,1
"2016-11-12 04:00:00",624,12.37,393.267,1987,1986,1985,1985,1
"2016-11-12 05:00:00",625,12.36,393.5857,1987,1986,1985,1985,1
"2016-11-12 06:00:00",626,12.35,389.002,1987,1986,1985,1985,1
"2016-11-12 07:00:00",627,12.35,390.202,1987,1986,1985,1985,1
"2016-11-12 08:00:00",628,12.37,390.9388,1987,1986,1985,1985,1
"2016-11-12 09:00:00",629,12.39,386.4259,1987,1986,1985,1985,1
"2016-11-12 10:00:00",630,12.39,386.897,1987,1986,1985,1985,1
"2016-11-12 11:00:00",631,12.66,384.7478,1987,1986,1985,1985,1
"2016-11-12 12:00:00",632,12.82,385.3556,1987,1986,1985,1985,1
"2016-11-12 13:00:00",633,12.91,386.4693,1987,1986,1985,1985,1
"2016-11-12 14:00:00",634,12.79,387.7786,1987,1986,1985,1985,1
"2016-11-12 15:00:00",635,12.71,377.289,1987,1986,1985,1985,1
"2016-11-12 16:00:00",636,12.64,377.6749,1987,1986,1985,1985,1
"2016-11-12 17:00:00",637,12.57,382.9234,1987,1986,1985,1985,1
"2016-11-12 18:00:00",638,12.52,383.6695,1987,1986,1985,1985,1
"2016-11-12 19:00:00",639,12.48,380.0812,1987,1986,1985,1985,1
"2016-11-12 20:00:00",640,12.45,382.7861,1987,1986,1985,1985,1
"2016-11-12 21:00:00",641,12.42,375.0025,1987,1986,1985,1985,1
"2016-11-12 22:00:00",642,12.4,381.3564,1987,1986,1985,1985,1
"2016-11-12 23:00:00",643,12.39,380.6122,1987,1986,1985,1985,1
"2016-11-13 00:00:00",644,12.38,378.9257,1987,1986,1985,1985,1
"2016-11-13 01:00:00",645,12.38,373.4439,1987,1986,1985,1985,1
"2016-11-13 02:00:00",646,12.37,379.6094,1987,1986,1985,1985,1
"2016-11-13 03:00:00",647,12.37,374.4127,1987,1986,1985,1985,1
"2016-11-13 04:00:00",648,12.36,371.672,1987,1986,1985,1985,1
"2016-11-13 05:00:00",649,12.36,376.9892,1987,1986,1985,1985,1
"2016-11-13 06:00:00",650,12.36,377.2025,1987,1986,1985,1985,1
"2016-11-13 07:00:00",651,12.35,368.8283,1987,1986,1985,1985,1
"2016-11-13 08:00:00",652,12.36,369.2567,1987,1986,1985,1985,1
"2016-11-13 09:00:00",653,12.36,364.7534,1987,1986,1985,1985,1
"2016-11-13 10:00:00",654,12.36,370.4034,1987,1986,1985,1985,1
"2016-11-13 11:00:00",655,12.6,363.0922,1987,1986,1985,1985,1
"2016-11-13 12:00:00",656,12.8,359.8036,1987,1986,1985,1985,1
"2016-11-13 13:00:00",657,12.91,357.9883,1987,1986,1985,1985,1
"2016-11-13 14:00:00",658,12.74,359.5294,1987,1986,1985,1985,1
"2016-11-13 15:00:00",659,12.65,352.5944,1987,1986,1985,1985,1
"2016-11-13 16:00:00",660,12.58,354.9061,1987,1986,1985,1985,1
"2016-11-13 17:00:00",661,12.53,355.2143,1987,1986,1985,1985,1
"2016-11-13 18:00:00",662,12.48,355.8307,1987,1986,1985,1985,1
"2016-11-13 19:00:00",663,12.45,360.6082,1987,1986,1985,1985,1
"2016-11-13 20:00:00",664,12.42,355.2143,1987,1986,1985,1985,1
"2016-11-13 21:00:00",665,12.4,353.365,1987,1986,1985,1985,1
"2016-11-13 22:00:00",666,12.38,349.8204,1987,1986,1985,1985,1
"2016-11-13 23:00:00",667,12.37,353.365,1987,1986,1985,1985,1
"2016-11-14 00:00:00",668,12.37,355.5225,1987,1986,1985,1985,1
"2016-11-14 01:00:00",669,12.36,351.0533,1987,1986,1985,1985,1
"2016-11-14 02:00:00",670,12.35,350.7451,1987,1986,1985,1985,1
"2016-11-14 03:00:00",671,12.34,351.5156,1987,1986,1985,1985,1
"2016-11-14 04:00:00",672,12.34,349.0498,1987,1986,1985,1985,1
"2016-11-14 05:00:00",673,12.33,351.9779,1987,1986,1985,1985,1
"2016-11-14 06:00:00",674,12.32,345.197,1987,1986,1985,1985,1
"2016-11-14 07:00:00",675,12.32,340.5737,1987,1986,1985,1985,1
