"TOA5","Los Pen","CR800","39465","CR800.Std.29","CPU:SWM1000SP_Hach950_rev5-pulled from filter 03032016.CR8","21031","hourly"
"TIMESTAMP","RECORD","BatVolts_Min","Flow_950_Tot","battery_coms_fail_cntr","level_coms_fail_cntr","flow_coms_fail_cntr","flow_tot_coms_fail_cntr","ModbusInterval"
"TS","RN","volts","cfs","","","","",""
"","","Min","Tot","Smp","Smp","Smp","Smp","Smp"
"2016-11-29 01:00:00",1029,12.6,3941.646,2007,2005,2001,2001,1
"2016-11-29 02:00:00",1030,12.58,3875.758,2007,2005,2001,2001,1
"2016-11-29 03:00:00",1031,12.59,3772.565,2007,2005,2001,2001,1
"2016-11-29 04:00:00",1032,12.59,3717.137,2007,2005,2001,2001,1
"2016-11-29 05:00:00",1033,12.58,3608.942,2007,2005,2001,2001,1
"2016-11-29 06:00:00",1034,12.57,3561.926,2007,2005,2001,2001,1
"2016-11-29 07:00:00",1035,12.58,3490.944,2007,2005,2001,2001,1
"2016-11-29 08:00:00",1036,12.57,3457.087,2007,2005,2001,2001,1
"2016-11-29 09:00:00",1037,12.57,3455.701,2007,2005,2001,2001,1
"2016-11-29 10:00:00",1038,12.57,3511.698,2007,2005,2001,2001,1
"2016-11-29 11:00:00",1039,12.89,3575.602,2007,2005,2001,2001,1
"2016-11-29 12:00:00",1040,13.14,3598.198,2007,2005,2001,2001,1
"2016-11-29 13:00:00",1041,13.16,3575.543,2007,2005,2001,2001,1
"2016-11-29 14:00:00",1042,12.91,3522.718,2007,2005,2001,2001,1
"2016-11-29 15:00:00",1043,12.83,3444.089,2007,2005,2001,2001,1
"2016-11-29 16:00:00",1044,12.78,3325.006,2007,2005,2001,2001,1
"2016-11-29 17:00:00",1045,12.74,3253.601,2007,2005,2001,2001,1
"2016-11-29 18:00:00",1046,12.71,3152.978,2007,2005,2001,2001,1
"2016-11-29 19:00:00",1047,12.67,3074.062,2007,2005,2001,2001,1
"2016-11-29 20:00:00",1048,12.66,2930.728,2007,2005,2001,2001,1
"2016-11-29 21:00:00",1049,12.63,2862.881,2007,2005,2001,2001,1
"2016-11-29 22:00:00",1050,12.62,2765.128,2007,2005,2001,2001,1
"2016-11-29 23:00:00",1051,12.6,2703.967,2007,2005,2001,2001,1
"2016-11-30 00:00:00",1052,12.58,2635.627,2007,2005,2001,2001,1
"2016-11-30 01:00:00",1053,12.57,2556.475,2007,2005,2001,2001,1
"2016-11-30 02:00:00",1054,12.57,2501.124,2007,2005,2001,2001,1
"2016-11-30 03:00:00",1055,12.55,2450.664,2007,2005,2001,2001,1
"2016-11-30 04:00:00",1056,12.54,2413.352,2007,2005,2001,2001,1
"2016-11-30 05:00:00",1057,12.55,2398.383,2007,2005,2001,2001,1
"2016-11-30 06:00:00",1058,12.53,2374.399,2007,2005,2001,2001,1
"2016-11-30 07:00:00",1059,12.53,2357.828,2007,2005,2001,2001,1
"2016-11-30 08:00:00",1060,12.54,2334.256,2007,2005,2001,2001,1
"2016-11-30 09:00:00",1061,12.55,2297.89,2007,2005,2001,2001,1
"2016-11-30 10:00:00",1062,12.56,2280.147,2007,2005,2001,2001,1
"2016-11-30 11:00:00",1063,12.9,2249.478,2007,2005,2001,2001,1
"2016-11-30 12:00:00",1064,13.17,2211.652,2007,2005,2001,2001,1
"2016-11-30 13:00:00",1065,13.2,2191.152,2007,2005,2001,2001,1
"2016-11-30 14:00:00",1066,12.92,2173.718,2007,2005,2001,2001,1
"2016-11-30 15:00:00",1067,12.84,2127.944,2007,2005,2001,2001,1
"2016-11-30 16:00:00",1068,12.79,2121.327,2007,2005,2001,2001,1
"2016-11-30 17:00:00",1069,12.75,2083.975,2007,2005,2001,2001,1
"2016-11-30 18:00:00",1070,12.71,2060.572,2007,2005,2001,2001,1
"2016-11-30 19:00:00",1071,12.68,2066.665,2007,2005,2001,2001,1
"2016-11-30 20:00:00",1072,12.65,2045.225,2007,2005,2001,2001,1
"2016-11-30 21:00:00",1073,12.63,1999.405,2007,2005,2001,2001,1
"2016-11-30 22:00:00",1074,12.61,1991.465,2007,2005,2001,2001,1
"2016-11-30 23:00:00",1075,12.59,1941.19,2007,2005,2001,2001,1
"2016-12-01 00:00:00",1076,12.58,1929.821,2007,2005,2001,2001,1
"2016-12-01 01:00:00",1077,12.57,1909.246,2007,2005,2001,2001,1
"2016-12-01 02:00:00",1078,12.56,1895.21,2007,2005,2001,2001,1
"2016-12-01 03:00:00",1079,12.56,1848.559,2007,2005,2001,2001,1
"2016-12-01 04:00:00",1080,12.55,1824.452,2007,2005,2001,2001,1
"2016-12-01 05:00:00",1081,12.54,1819.489,2007,2005,2001,2001,1
"2016-12-01 06:00:00",1082,12.54,1799.637,2007,2005,2001,2001,1
"2016-12-01 07:00:00",1083,12.54,1789.71,2007,2005,2001,2001,1
"2016-12-01 08:00:00",1084,12.54,1774.821,2007,2005,2001,2001,1
"2016-12-01 09:00:00",1085,12.56,1749.297,2007,2005,2001,2001,1
"2016-12-01 10:00:00",1086,12.6,1730.938,2007,2005,2001,2001,1
"2016-12-01 11:00:00",1087,12.9,1710.57,2007,2005,2001,2001,1
"2016-12-01 12:00:00",1088,12.96,1686.464,2007,2005,2001,2001,1
"2016-12-01 13:00:00",1089,13.13,1694.381,2007,2005,2001,2001,1
"2016-12-01 14:00:00",1090,12.91,1656.808,2007,2005,2001,2001,1
"2016-12-01 15:00:00",1091,12.83,1637.457,2007,2005,2001,2001,1
"2016-12-01 16:00:00",1092,12.77,1605.595,2007,2005,2001,2001,1
"2016-12-01 17:00:00",1093,12.73,1594.175,2007,2005,2001,2001,1
"2016-12-01 18:00:00",1094,12.69,1617.609,2007,2005,2001,2001,1
"2016-12-01 19:00:00",1095,12.66,1578.939,2007,2005,2001,2001,1
"2016-12-01 20:00:00",1096,12.63,1551.69,2007,2005,2001,2001,1
"2016-12-01 21:00:00",1097,12.61,1573.978,2007,2005,2001,2001,1
"2016-12-01 22:00:00",1098,12.59,1557.507,2007,2005,2001,2001,1
"2016-12-01 23:00:00",1099,12.58,1527.61,2007,2005,2001,2001,1
"2016-12-02 00:00:00",1100,12.58,1498.05,2007,2005,2001,2001,1
"2016-12-02 01:00:00",1101,12.57,1508.974,2007,2005,2001,2001,1
"2016-12-02 02:00:00",1102,12.57,1510.782,2007,2005,2001,2001,1
"2016-12-02 03:00:00",1103,12.56,1498.105,2007,2005,2001,2001,1
"2016-12-02 04:00:00",1104,12.56,1486.515,2007,2005,2001,2001,1
"2016-12-02 05:00:00",1105,12.56,1478.054,2007,2005,2001,2001,1
"2016-12-02 06:00:00",1106,12.55,1453.277,2007,2005,2001,2001,1
"2016-12-02 07:00:00",1107,12.54,1405.561,2007,2005,2001,2001,1
"2016-12-02 08:00:00",1108,12.54,1430.3,2007,2005,2001,2001,1
"2016-12-02 09:00:00",1109,12.56,1440.367,2007,2005,2001,2001,1
"2016-12-02 10:00:00",1110,12.56,1412.398,2007,2005,2001,2001,1
"2016-12-02 11:00:00",1111,12.84,1394.53,2007,2005,2001,2001,1
"2016-12-02 12:00:00",1112,13.08,1373.222,2007,2005,2001,2001,1
"2016-12-02 13:00:00",1113,13.14,1369.993,2007,2005,2001,2001,1
"2016-12-02 14:00:00",1114,12.89,1356.151,2007,2005,2001,2001,1
"2016-12-02 15:00:00",1115,12.82,1344.826,2007,2005,2001,2001,1
"2016-12-02 16:00:00",1116,12.77,1339.793,2007,2005,2001,2001,1
"2016-12-02 17:00:00",1117,12.73,1314.626,2007,2005,2001,2001,1
"2016-12-02 18:00:00",1118,12.7,1336.018,2007,2005,2001,2001,1
"2016-12-02 19:00:00",1119,12.67,1311.48,2007,2005,2001,2001,1
"2016-12-02 20:00:00",1120,12.64,1329.097,2007,2005,2001,2001,1
"2016-12-02 21:00:00",1121,12.62,1315.256,2007,2005,2001,2001,1
"2016-12-02 22:00:00",1122,12.6,1363.701,2007,2005,2001,2001,1
"2016-12-02 23:00:00",1123,12.58,1431.173,2007,2005,2001,2001,1
"2016-12-03 00:00:00",1124,12.57,1576.09,2007,2005,2001,2001,1
"2016-12-03 01:00:00",1125,12.56,1626.873,2007,2005,2001,2001,1
"2016-12-03 02:00:00",1126,12.54,1719.003,2007,2005,2001,2001,1
"2016-12-03 03:00:00",1127,12.54,1857.476,2007,2005,2001,2001,1
"2016-12-03 04:00:00",1128,12.52,1962.976,2007,2005,2001,2001,1
"2016-12-03 05:00:00",1129,12.5,2061.145,2007,2005,2001,2001,1
"2016-12-03 06:00:00",1130,12.5,2153.325,2007,2005,2001,2001,1
"2016-12-03 07:00:00",1131,12.49,2226.422,2007,2005,2001,2001,1
"2016-12-03 08:00:00",1132,12.5,2235.677,2007,2005,2001,2001,1
"2016-12-03 09:00:00",1133,12.5,2242.833,2007,2005,2001,2001,1
"2016-12-03 10:00:00",1134,12.49,2265.835,2007,2005,2001,2001,1
"2016-12-03 11:00:00",1135,12.79,2227.498,2007,2005,2001,2001,1
"2016-12-03 12:00:00",1136,13.09,2219.83,2007,2005,2001,2001,1
"2016-12-03 13:00:00",1137,13.14,2200.406,2007,2005,2001,2001,1
"2016-12-03 14:00:00",1138,12.86,2163.244,2007,2005,2001,2001,1
"2016-12-03 15:00:00",1139,12.78,2139.837,2007,2005,2001,2001,1
"2016-12-03 16:00:00",1140,12.72,2124.007,2007,2005,2001,2001,1
"2016-12-03 17:00:00",1141,12.67,2111.549,2007,2005,2001,2001,1
"2016-12-03 18:00:00",1142,12.62,2107.126,2007,2005,2001,2001,1
"2016-12-03 19:00:00",1143,12.58,2095.122,2007,2005,2001,2001,1
"2016-12-03 20:00:00",1144,12.56,2086.304,2007,2005,2001,2001,1
"2016-12-03 21:00:00",1145,12.54,2073.957,2007,2005,2001,2001,1
"2016-12-03 22:00:00",1146,12.53,2009.269,2007,2005,2001,2001,1
"2016-12-03 23:00:00",1147,12.52,1968.323,2007,2005,2001,2001,1
"2016-12-04 00:00:00",1148,12.51,1911.505,2007,2005,2001,2001,1
"2016-12-04 01:00:00",1149,12.51,1841.469,2007,2005,2001,2001,1
"2016-12-04 02:00:00",1150,12.5,1782.658,2007,2005,2001,2001,1
"2016-12-04 03:00:00",1151,12.49,1694.225,2007,2005,2001,2001,1
"2016-12-04 04:00:00",1152,12.49,1701.593,2007,2005,2001,2001,1
"2016-12-04 05:00:00",1153,12.49,1651.292,2007,2005,2001,2001,1
"2016-12-04 06:00:00",1154,12.48,1574.297,2007,2005,2001,2001,1
"2016-12-04 07:00:00",1155,12.48,1547.352,2007,2005,2001,2001,1
"2016-12-04 08:00:00",1156,12.49,1501.143,2007,2005,2001,2001,1
"2016-12-04 09:00:00",1157,12.49,1425.469,2007,2005,2001,2001,1
"2016-12-04 10:00:00",1158,12.49,1406.979,2007,2005,2001,2001,1
"2016-12-04 11:00:00",1159,12.77,1375.655,2007,2005,2001,2001,1
"2016-12-04 12:00:00",1160,13.04,1319.66,2007,2005,2001,2001,1
"2016-12-04 13:00:00",1161,13.1,1313.368,2007,2005,2001,2001,1
"2016-12-04 14:00:00",1162,12.83,1283.168,2007,2005,2001,2001,1
"2016-12-04 15:00:00",1163,12.76,1285.395,2007,2005,2001,2001,1
"2016-12-04 16:00:00",1164,12.7,1259.649,2007,2005,2001,2001,1
"2016-12-04 17:00:00",1165,12.65,1222.871,2007,2005,2001,2001,1
"2016-12-04 18:00:00",1166,12.6,1220.644,2007,2005,2001,2001,1
"2016-12-04 19:00:00",1167,12.57,1200.596,2007,2005,2001,2001,1
"2016-12-04 20:00:00",1168,12.56,1207.092,2007,2005,2001,2001,1
"2016-12-04 21:00:00",1169,12.53,1171.661,2007,2005,2001,2001,1
"2016-12-04 22:00:00",1170,12.52,1170.373,2007,2005,2001,2001,1
"2016-12-04 23:00:00",1171,12.52,1156.257,2007,2005,2001,2001,1
"2016-12-05 00:00:00",1172,12.51,1138.86,2007,2005,2001,2001,1
"2016-12-05 01:00:00",1173,12.51,1132.161,2007,2005,2001,2001,1
"2016-12-05 02:00:00",1174,12.5,1126.777,2007,2005,2001,2001,1
"2016-12-05 03:00:00",1175,12.49,1107.683,2007,2005,2001,2001,1
"2016-12-05 04:00:00",1176,12.49,1105.992,2007,2005,2001,2001,1
"2016-12-05 05:00:00",1177,12.49,1097.166,2007,2005,2001,2001,1
"2016-12-05 06:00:00",1178,12.49,1095.139,2007,2005,2001,2001,1
"2016-12-05 07:00:00",1179,12.49,1091.521,2007,2005,2001,2001,1
"2016-12-05 08:00:00",1180,12.49,1099.808,2007,2005,2001,2001,1
"2016-12-05 09:00:00",1181,12.52,1099.984,2007,2005,2001,2001,1
"2016-12-05 10:00:00",1182,12.57,1073.954,2007,2005,2001,2001,1
"2016-12-05 11:00:00",1183,12.74,1072.262,2007,2005,2001,2001,1
"2016-12-05 12:00:00",1184,12.87,1069.395,2007,2005,2001,2001,1
"2016-12-05 13:00:00",1185,12.88,1066.256,2007,2005,2001,2001,1
"2016-12-05 14:00:00",1186,12.84,1069.216,2007,2005,2001,2001,1
"2016-12-05 15:00:00",1187,12.72,1066.32,2007,2005,2001,2001,1
"2016-12-05 16:00:00",1188,12.66,1066.288,2007,2005,2001,2001,1
"2016-12-05 17:00:00",1189,12.61,1060.336,2007,2005,2001,2001,1
"2016-12-05 18:00:00",1190,12.57,1062.781,2007,2005,2001,2001,1
"2016-12-05 19:00:00",1191,12.55,1062.781,2007,2005,2001,2001,1
"2016-12-05 20:00:00",1192,12.53,1072.433,2007,2005,2001,2001,1
"2016-12-05 21:00:00",1193,12.52,1077.006,2007,2005,2001,2001,1
"2016-12-05 22:00:00",1194,12.52,1067.801,2007,2005,2001,2001,1
"2016-12-05 23:00:00",1195,12.51,1056.733,2007,2005,2001,2001,1
"2016-12-06 00:00:00",1196,12.5,1052.358,2007,2005,2001,2001,1
"2016-12-06 01:00:00",1197,12.5,1051.586,2007,2005,2001,2001,1
"2016-12-06 02:00:00",1198,12.5,1053.516,2007,2005,2001,2001,1
"2016-12-06 03:00:00",1199,12.49,1055.318,2007,2005,2001,2001,1
"2016-12-06 04:00:00",1200,12.49,1048.112,2007,2005,2001,2001,1
"2016-12-06 05:00:00",1201,12.49,1043.865,2007,2005,2001,2001,1
"2016-12-06 06:00:00",1202,12.49,1048.112,2007,2005,2001,2001,1
"2016-12-06 07:00:00",1203,12.49,1046.696,2007,2005,2001,2001,1
"2016-12-06 08:00:00",1204,12.49,1040.442,2007,2005,2001,2001,1
"2016-12-06 09:00:00",1205,12.52,1039.361,2007,2005,2001,2001,1
"2016-12-06 10:00:00",1206,12.54,1036.324,2007,2005,2001,2001,1
"2016-12-06 11:00:00",1207,12.68,1035.955,2007,2005,2001,2001,1
"2016-12-06 12:00:00",1208,12.68,1034.394,2007,2005,2001,2001,1
"2016-12-06 13:00:00",1209,12.71,1043.899,2007,2005,2001,2001,1
"2016-12-06 14:00:00",1210,12.69,1031.692,2007,2005,2001,2001,1
"2016-12-06 15:00:00",1211,12.65,1036.839,2007,2005,2001,2001,1
"2016-12-06 16:00:00",1212,12.6,1042.467,2007,2005,2001,2001,1
"2016-12-06 17:00:00",1213,12.55,1044.123,2007,2005,2001,2001,1
"2016-12-06 18:00:00",1214,12.52,1053.001,2007,2005,2001,2001,1
"2016-12-06 19:00:00",1215,12.51,1050.557,2007,2005,2001,2001,1
"2016-12-06 20:00:00",1216,12.5,1055.446,2007,2005,2001,2001,1
"2016-12-06 21:00:00",1217,12.5,1059.693,2007,2005,2001,2001,1
"2016-12-06 22:00:00",1218,12.5,1055.961,2007,2005,2001,2001,1
"2016-12-06 23:00:00",1219,12.49,1055.446,2007,2005,2001,2001,1
"2016-12-07 00:00:00",1220,12.49,1054.674,2007,2005,2001,2001,1
"2016-12-07 01:00:00",1221,12.49,1053.774,2007,2005,2001,2001,1
"2016-12-07 02:00:00",1222,12.49,1049.141,2007,2005,2001,2001,1
"2016-12-07 03:00:00",1223,12.49,1047.468,2007,2005,2001,2001,1
"2016-12-07 04:00:00",1224,12.48,1040.279,2007,2005,2001,2001,1
"2016-12-07 05:00:00",1225,12.48,1037.208,2007,2005,2001,2001,1
"2016-12-07 06:00:00",1226,12.48,1041.566,2007,2005,2001,2001,1
"2016-12-07 07:00:00",1227,12.48,1033.34,2007,2005,2001,2001,1
"2016-12-07 08:00:00",1228,12.48,1033.012,2007,2005,2001,2001,1
"2016-12-07 09:00:00",1229,12.51,1028.514,2007,2005,2001,2001,1
"2016-12-07 10:00:00",1230,12.53,1032.225,2007,2005,2001,2001,1
"2016-12-07 11:00:00",1231,12.67,1029.479,2007,2005,2001,2001,1
"2016-12-07 12:00:00",1232,12.69,1020.428,2007,2005,2001,2001,1
"2016-12-07 13:00:00",1233,12.71,1023.062,2007,2005,2001,2001,1
"2016-12-07 14:00:00",1234,12.66,1027.138,2007,2005,2001,2001,1
"2016-12-07 15:00:00",1235,12.61,1030.427,2007,2005,2001,2001,1
"2016-12-07 16:00:00",1236,12.57,1032.757,2007,2005,2001,2001,1
"2016-12-07 17:00:00",1237,12.53,1041.051,2007,2005,2001,2001,1
"2016-12-07 18:00:00",1238,12.51,1045.426,2007,2005,2001,2001,1
"2016-12-07 19:00:00",1239,12.5,1036.178,2007,2005,2001,2001,1
"2016-12-07 20:00:00",1240,12.49,1042.578,2007,2005,2001,2001,1
"2016-12-07 21:00:00",1241,12.48,1040.185,2007,2005,2001,2001,1
"2016-12-07 22:00:00",1242,12.47,1039.67,2007,2005,2001,2001,1
"2016-12-07 23:00:00",1243,12.47,1039.412,2007,2005,2001,2001,1
"2016-12-08 00:00:00",1244,12.47,1035.457,2007,2005,2001,2001,1
"2016-12-08 01:00:00",1245,12.46,1034.892,2007,2005,2001,2001,1
"2016-12-08 02:00:00",1246,12.46,1042.964,2007,2005,2001,2001,1
"2016-12-08 03:00:00",1247,12.46,1044.14,2007,2005,2001,2001,1
"2016-12-08 04:00:00",1248,12.45,1038.847,2007,2005,2001,2001,1
"2016-12-08 05:00:00",1249,12.45,1043.736,2007,2005,2001,2001,1
"2016-12-08 06:00:00",1250,12.45,1037.594,2007,2005,2001,2001,1
"2016-12-08 07:00:00",1251,12.44,1038.143,2007,2005,2001,2001,1
"2016-12-08 08:00:00",1252,12.44,1032.388,2007,2005,2001,2001,1
"2016-12-08 09:00:00",1253,12.45,1035.149,2007,2005,2001,2001,1
"2016-12-08 10:00:00",1254,12.46,1026.726,2007,2005,2001,2001,1
"2016-12-08 11:00:00",1255,12.64,1022.827,2007,2005,2001,2001,1
"2016-12-08 12:00:00",1256,12.84,1023.455,2007,2005,2001,2001,1
"2016-12-08 13:00:00",1257,12.92,1024.989,2007,2005,2001,2001,1
"2016-12-08 14:00:00",1258,12.73,1019.195,2007,2005,2001,2001,1
"2016-12-08 15:00:00",1259,12.67,1016.633,2007,2005,2001,2001,1
"2016-12-08 16:00:00",1260,12.61,1017.546,2007,2005,2001,2001,1
"2016-12-08 17:00:00",1261,12.57,1030.378,2007,2005,2001,2001,1
"2016-12-08 18:00:00",1262,12.53,1032.935,2007,2005,2001,2001,1
"2016-12-08 19:00:00",1263,12.51,1034.557,2007,2005,2001,2001,1
"2016-12-08 20:00:00",1264,12.49,1038.254,2007,2005,2001,2001,1
"2016-12-08 21:00:00",1265,12.48,1046.07,2007,2005,2001,2001,1
"2016-12-08 22:00:00",1266,12.47,1032.146,2007,2005,2001,2001,1
"2016-12-08 23:00:00",1267,12.46,1037.482,2007,2005,2001,2001,1
"2016-12-09 00:00:00",1268,12.46,1038.349,2007,2005,2001,2001,1
"2016-12-09 01:00:00",1269,12.46,1037.963,2007,2005,2001,2001,1
"2016-12-09 02:00:00",1270,12.45,1028.995,2007,2005,2001,2001,1
"2016-12-09 03:00:00",1271,12.44,1030.571,2007,2005,2001,2001,1
"2016-12-09 04:00:00",1272,12.44,1029.75,2007,2005,2001,2001,1
"2016-12-09 05:00:00",1273,12.44,1026.12,2007,2005,2001,2001,1
"2016-12-09 06:00:00",1274,12.43,1036.033,2007,2005,2001,2001,1
"2016-12-09 07:00:00",1275,12.43,1031.597,2007,2005,2001,2001,1
"2016-12-09 08:00:00",1276,12.44,1030.938,2007,2005,2001,2001,1
"2016-12-09 09:00:00",1277,12.47,1032.464,2007,2005,2001,2001,1
"2016-12-09 10:00:00",1278,12.5,1026.262,2007,2005,2001,2001,1
"2016-12-09 11:00:00",1279,12.62,1023.584,2007,2005,2001,2001,1
"2016-12-09 12:00:00",1280,12.73,1018.97,2007,2005,2001,2001,1
"2016-12-09 13:00:00",1281,12.77,1030.798,2007,2005,2001,2001,1
"2016-12-09 14:00:00",1282,12.71,1020.534,2007,2005,2001,2001,1
"2016-12-09 15:00:00",1283,12.61,1018.161,2007,2005,2001,2001,1
"2016-12-09 16:00:00",1284,12.57,1024.107,2007,2005,2001,2001,1
"2016-12-09 17:00:00",1285,12.53,1016.704,2007,2005,2001,2001,1
"2016-12-09 18:00:00",1286,12.5,1030.41,2007,2005,2001,2001,1
"2016-12-09 19:00:00",1287,12.48,1037.242,2007,2005,2001,2001,1
"2016-12-09 20:00:00",1288,12.47,1035.826,2007,2005,2001,2001,1
"2016-12-09 21:00:00",1289,12.46,1036.453,2007,2005,2001,2001,1
"2016-12-09 22:00:00",1290,12.46,1045.684,2007,2005,2001,2001,1
"2016-12-09 23:00:00",1291,12.46,1038.495,2007,2005,2001,2001,1
"2016-12-10 00:00:00",1292,12.46,1042.45,2007,2005,2001,2001,1
"2016-12-10 01:00:00",1293,12.46,1041.326,2007,2005,2001,2001,1
"2016-12-10 02:00:00",1294,12.46,1039.893,2007,2005,2001,2001,1
"2016-12-10 03:00:00",1295,12.45,1027.72,2007,2005,2001,2001,1
"2016-12-10 04:00:00",1296,12.45,1042.63,2007,2005,2001,2001,1
"2016-12-10 05:00:00",1297,12.45,1045.152,2007,2005,2001,2001,1
"2016-12-10 06:00:00",1298,12.45,1047.854,2007,2005,2001,2001,1
"2016-12-10 07:00:00",1299,12.45,1039.619,2007,2005,2001,2001,1
"2016-12-10 08:00:00",1300,12.45,1053.259,2007,2005,2001,2001,1
"2016-12-10 09:00:00",1301,12.46,1042.45,2007,2005,2001,2001,1
"2016-12-10 10:00:00",1302,12.47,1047.983,2007,2005,2001,2001,1
"2016-12-10 11:00:00",1303,12.52,1047.726,2007,2005,2001,2001,1
"2016-12-10 12:00:00",1304,12.56,1047.854,2007,2005,2001,2001,1
"2016-12-10 13:00:00",1305,12.65,1046.696,2007,2005,2001,2001,1
"2016-12-10 14:00:00",1306,12.63,1047.211,2007,2005,2001,2001,1
"2016-12-10 15:00:00",1307,12.59,1043.35,2007,2005,2001,2001,1
"2016-12-10 16:00:00",1308,12.55,1043.736,2007,2005,2001,2001,1
"2016-12-10 17:00:00",1309,12.51,1046.181,2007,2005,2001,2001,1
"2016-12-10 18:00:00",1310,12.48,1043.239,2007,2005,2001,2001,1
"2016-12-10 19:00:00",1311,12.47,1038.735,2007,2005,2001,2001,1
"2016-12-10 20:00:00",1312,12.46,1040.794,2007,2005,2001,2001,1
"2016-12-10 21:00:00",1313,12.46,1046.953,2007,2005,2001,2001,1
"2016-12-10 22:00:00",1314,12.45,1046.825,2007,2005,2001,2001,1
"2016-12-10 23:00:00",1315,12.45,1041.549,2007,2005,2001,2001,1
"2016-12-11 00:00:00",1316,12.45,1042.836,2007,2005,2001,2001,1
"2016-12-11 01:00:00",1317,12.45,1041.566,2007,2005,2001,2001,1
"2016-12-11 02:00:00",1318,12.45,1040.391,2007,2005,2001,2001,1
"2016-12-11 03:00:00",1319,12.45,1036.582,2007,2005,2001,2001,1
"2016-12-11 04:00:00",1320,12.45,1034.909,2007,2005,2001,2001,1
"2016-12-11 05:00:00",1321,12.45,1034.909,2007,2005,2001,2001,1
"2016-12-11 06:00:00",1322,12.44,1043.222,2007,2005,2001,2001,1
"2016-12-11 07:00:00",1323,12.44,1032,2007,2005,2001,2001,1
"2016-12-11 08:00:00",1324,12.44,1038.752,2007,2005,2001,2001,1
"2016-12-11 09:00:00",1325,12.46,1036.727,2007,2005,2001,2001,1
"2016-12-11 10:00:00",1326,12.46,1037.319,2007,2005,2001,2001,1
"2016-12-11 11:00:00",1327,12.56,1044.251,2007,2005,2001,2001,1
"2016-12-11 12:00:00",1328,12.63,1033.03,2007,2005,2001,2001,1
"2016-12-11 13:00:00",1329,12.63,1037.113,2007,2005,2001,2001,1
"2016-12-11 14:00:00",1330,12.61,1034.893,2007,2005,2001,2001,1
"2016-12-11 15:00:00",1331,12.56,1033.605,2007,2005,2001,2001,1
"2016-12-11 16:00:00",1332,12.52,1036.229,2007,2005,2001,2001,1
"2016-12-11 17:00:00",1333,12.49,1041.42,2007,2005,2001,2001,1
"2016-12-11 18:00:00",1334,12.47,1043.479,2007,2005,2001,2001,1
"2016-12-11 19:00:00",1335,12.46,1036.805,2007,2005,2001,2001,1
"2016-12-11 20:00:00",1336,12.45,1050.299,2007,2005,2001,2001,1
"2016-12-11 21:00:00",1337,12.45,1051.586,2007,2005,2001,2001,1
"2016-12-11 22:00:00",1338,12.45,1049.398,2007,2005,2001,2001,1
"2016-12-11 23:00:00",1339,12.44,1047.854,2007,2005,2001,2001,1
"2016-12-12 00:00:00",1340,12.44,1049.141,2007,2005,2001,2001,1
"2016-12-12 01:00:00",1341,12.43,1045.795,2007,2005,2001,2001,1
"2016-12-12 02:00:00",1342,12.43,1044.895,2007,2005,2001,2001,1
"2016-12-12 03:00:00",1343,12.43,1045.409,2007,2005,2001,2001,1
"2016-12-12 04:00:00",1344,12.43,1045.924,2007,2005,2001,2001,1
"2016-12-12 05:00:00",1345,12.43,1050.299,2007,2005,2001,2001,1
"2016-12-12 06:00:00",1346,12.43,1048.755,2007,2005,2001,2001,1
"2016-12-12 07:00:00",1347,12.43,1043.222,2007,2005,2001,2001,1
"2016-12-12 08:00:00",1348,12.43,1043.222,2007,2005,2001,2001,1
"2016-12-12 09:00:00",1349,12.46,1041.42,2007,2005,2001,2001,1
"2016-12-12 10:00:00",1350,12.48,1040.133,2007,2005,2001,2001,1
"2016-12-12 11:00:00",1351,12.55,1051.972,2007,2005,2001,2001,1
"2016-12-12 12:00:00",1352,12.56,1083.488,2007,2005,2001,2001,1
"2016-12-12 13:00:00",1353,12.72,1138.964,2007,2005,2001,2001,1
"2016-12-12 14:00:00",1354,12.62,1214.484,2007,2005,2001,2001,1
"2016-12-12 15:00:00",1355,12.57,1234.822,2007,2005,2001,2001,1
"2016-12-12 16:00:00",1356,12.54,1283.218,2007,2005,2001,2001,1
"2016-12-12 17:00:00",1357,12.51,1288.831,2007,2005,2001,2001,1
"2016-12-12 18:00:00",1358,12.48,1321.547,2007,2005,2001,2001,1
"2016-12-12 19:00:00",1359,12.46,1307.706,2007,2005,2001,2001,1
"2016-12-12 20:00:00",1360,12.45,1315.885,2007,2005,2001,2001,1
"2016-12-12 21:00:00",1361,12.44,1294.493,2007,2005,2001,2001,1
"2016-12-12 22:00:00",1362,12.43,1281.62,2007,2005,2001,2001,1
"2016-12-12 23:00:00",1363,12.43,1253.229,2007,2005,2001,2001,1
"2016-12-13 00:00:00",1364,12.42,1231.293,2007,2005,2001,2001,1
"2016-12-13 01:00:00",1365,12.42,1206.584,2007,2005,2001,2001,1
"2016-12-13 02:00:00",1366,12.42,1194.501,2007,2005,2001,2001,1
"2016-12-13 03:00:00",1367,12.41,1145.289,2007,2005,2001,2001,1
"2016-12-13 04:00:00",1368,12.41,1161.051,2007,2005,2001,2001,1
"2016-12-13 05:00:00",1369,12.41,1137.877,2007,2005,2001,2001,1
"2016-12-13 06:00:00",1370,12.41,1124.368,2007,2005,2001,2001,1
"2016-12-13 07:00:00",1371,12.41,1128.933,2007,2005,2001,2001,1
"2016-12-13 08:00:00",1372,12.41,1125.755,2007,2005,2001,2001,1
